word,type,syllables,joint_syllables
adult,adjectiv,"['a', 'dúlt']",a-dúlt
adult,substantiv,"['a', 'dúlt']",a-dúlt
adultă,substantiv,"['a', 'dúl', 'tă']",a-dúl-tă
adulter,adjectiv,"['a', 'dúl', 'ter']",a-dúl-ter
adulter,substantiv,"['a', 'dúl', 'ter']",a-dúl-ter
adultera,verb,"['a', 'dul', 'te', 'rá']",a-dul-te-rá
adulterare,substantiv,"['a', 'dul', 'te', 'rá', 're']",a-dul-te-rá-re
adulterat,adjectiv,"['a', 'dul', 'te', 'rát']",a-dul-te-rát
adulterin,adjectiv,"['a', 'dul', 'te', 'rín']",a-dul-te-rín
adumbri,verb,"['a', 'dum', 'brí']",a-dum-brí
adumbrire,substantiv,[],not-found
adumbrit,adjectiv,"['a', 'dum', 'brít']",a-dum-brít
adumbrit,substantiv,"['a', 'dum', 'brít']",a-dum-brít
aduna,verb,"['a', 'du', 'ná']",a-du-ná
adunare,substantiv,"['a', 'du', 'ná', 're']",a-du-ná-re
adunat,adjectiv,"['a', 'du', 'nát']",a-du-nát
adunat,substantiv,"['a', 'du', 'nát']",a-du-nát
adunătoare,substantiv,"['a', 'du', 'nă', 'toá', 're']",a-du-nă-toá-re
adunător,adjectiv,"['a', 'du', 'nă', 'tór']",a-du-nă-tór
adunător,substantiv,"['a', 'du', 'nă', 'tór']",a-du-nă-tór
adunătură,substantiv,"['a', 'du', 'nă', 'tú', 'ra']",a-du-nă-tú-ra
adunc,adjectiv,"['a', 'dúnc']",a-dúnc
aduncat,adjectiv,"['a', 'dun', 'cát']",a-dun-cát
adurmeca,verb,[],not-found
adurmecare,substantiv,[],not-found
adus,adjectiv,"['a', 'dús']",a-dús
advecție,substantiv,"['ad', 'véc', 'ţi', 'e']",ad-véc-ţi-e
advectiv,adjectiv,"['ad', 'vec', 'tív']",ad-vec-tív
advent,substantiv,[],not-found
adventice,substantiv,"['ad', 'ven', 'tí', 'ce']",ad-ven-tí-ce
adventism,substantiv,"['ad', 'ven', 'tísm']",ad-ven-tísm
adventist,adjectiv,"['ad', 'ven', 'tíst']",ad-ven-tíst
adventiv,adjectiv,"['ad', 'ven', 'tív']",ad-ven-tív
adverb,substantiv,"['ad', 'vérb']",ad-vérb
adverbial,adjectiv,"['ad', 'ver', 'bi', 'ál']",ad-ver-bi-ál
adverbializa,verb,"['ad', 'ver', 'bi', 'a', 'li', 'zá']",ad-ver-bi-a-li-zá
adverbializare,substantiv,"['ad', 'ver', 'bia', 'li', 'zá', 're']",ad-ver-bia-li-zá-re
adverbializat,adjectiv,"['ad', 'ver', 'bi', 'a', 'li', 'zát']",ad-ver-bi-a-li-zát
advers,adjectiv,"['ad', 'vérs']",ad-vérs
adversar,substantiv,"['ad', 'ver', 'sár']",ad-ver-sár
adversară,substantiv,"['ad', 'ver', 'sá', 'ra']",ad-ver-sá-ra
adversativ,adjectiv,"['ad', 'ver', 'sa', 'tív']",ad-ver-sa-tív
adversitate,substantiv,"['ad', 'ver', 'si', 'tá', 'te']",ad-ver-si-tá-te
advertising,substantiv,[],not-found
advocat,adjectiv,[],not-found
advocatură,substantiv,[],not-found
advon,substantiv,"['ad', 'vón']",ad-vón
aed,substantiv,"['a', 'éd']",a-éd
aediculă,substantiv,[],not-found
aer,substantiv,"['á', 'er']",á-er
aera,verb,"['a', 'e', 'rá']",a-e-rá
aeraj,substantiv,"['a', 'e', 'ráj']",a-e-ráj
aerare,substantiv,"['a', 'e', 'rá', 're']",a-e-rá-re
aerarium,substantiv,"['a', 'e', 'rá', 'ri', 'um']",a-e-rá-ri-um
aerat,adjectiv,"['a', 'e', 'rát']",a-e-rát
aerație,substantiv,"['a', 'e', 'rá', 'ţi', 'e']",a-e-rá-ţi-e
aerator,substantiv,"['a', 'e', 'ra', 'tór']",a-e-ra-tór
aeraulică,substantiv,"['a', 'e', 'ra', 'ú', 'li', 'ca']",a-e-ra-ú-li-ca
aerian,adjectiv,"['a', 'e', 'ri', 'án']",a-e-ri-án
aeric,adjectiv,[],not-found
aerifer,adjectiv,"['a', 'e', 'ri', 'fér']",a-e-ri-fér
aeriform,adjectiv,"['a', 'e', 'ri', 'fórm']",a-e-ri-fórm
aerisi,verb,"['a', 'e', 'ri', 'sí']",a-e-ri-sí
aerisire,substantiv,"['a', 'e', 'ri', 'sí', 're']",a-e-ri-sí-re
aerisit,adjectiv,"['a', 'e', 'ri', 'sít']",a-e-ri-sít
aerlift,substantiv,"['a', 'er', 'líft']",a-er-líft
aeroambulanță,substantiv,[],not-found
aerob,adjectiv,"['a', 'e', 'rób']",a-e-rób
aerobază,substantiv,[],not-found
aerobic,adjectiv,"['a', 'e', 'ró', 'bic']",a-e-ró-bic
aerobiologie,substantiv,"['a', 'e', 'ro', 'bio', 'lo', 'gí', 'e']",a-e-ro-bio-lo-gí-e
aerobiotic,adjectiv,"['a', 'e', 'ro', 'bi', 'ó', 'tic']",a-e-ro-bi-ó-tic
aerobioză,substantiv,"['a', 'e', 'ro', 'bi', 'ó', 'za']",a-e-ro-bi-ó-za
aerobus,substantiv,[],not-found
aerobuz,substantiv,"['a', 'e', 'ro', 'búz']",a-e-ro-búz
aerocartografie,substantiv,"['a', 'e', 'ro', 'car', 'to', 'gra', 'fí', 'e']",a-e-ro-car-to-gra-fí-e
aeroclub,substantiv,"['a', 'e', 'ro', 'clúb']",a-e-ro-clúb
aerocolie,substantiv,"['a', 'e', 'ro', 'co', 'lí', 'e']",a-e-ro-co-lí-e
aerocosmic,adjectiv,"['a', 'e', 'ro', 'cós', 'mic']",a-e-ro-cós-mic
aerodină,substantiv,"['a', 'e', 'ro', 'dí', 'na']",a-e-ro-dí-na
aerodinamic,adjectiv,"['a', 'e', 'ro', 'di', 'ná', 'mic']",a-e-ro-di-ná-mic
aerodinamică,substantiv,"['a', 'e', 'ro', 'di', 'ná', 'mi', 'ca']",a-e-ro-di-ná-mi-ca
aerodinamician,adjectiv,"['a', 'e', 'ro', 'di', 'na', 'mi', 'ci', 'án']",a-e-ro-di-na-mi-ci-án
aerodinamicitate,substantiv,"['a', 'e', 'ro', 'di', 'na', 'mi', 'ci', 'tá', 'te']",a-e-ro-di-na-mi-ci-tá-te
aerodrom,substantiv,"['a', 'e', 'ro', 'dróm']",a-e-ro-dróm
aeroduct,substantiv,"['a', 'e', 'ro', 'dúct']",a-e-ro-dúct
aeroelasticitate,substantiv,"['a', 'e', 'ro', 'e', 'las', 'ti', 'ci', 'tá', 'te']",a-e-ro-e-las-ti-ci-tá-te
aeroelectronică,substantiv,"['a', 'e', 'ro', 'e', 'lec', 'tró', 'ni', 'ca']",a-e-ro-e-lec-tró-ni-ca
aerofagie,substantiv,"['a', 'e', 'ro', 'fa', 'gí', 'e']",a-e-ro-fa-gí-e
aerofilatelic,adjectiv,"['a', 'e', 'ro', 'fi', 'la', 'té', 'lic']",a-e-ro-fi-la-té-lic
aerofilatelie,substantiv,"['a', 'e', 'ro', 'fi', 'la', 'te', 'lí', 'e']",a-e-ro-fi-la-te-lí-e
aerofobie,substantiv,"['a', 'e', 'ro', 'fo', 'bí', 'e']",a-e-ro-fo-bí-e
aerofon,adjectiv,"['a', 'e', 'ro', 'fón']",a-e-ro-fón
aerofor,substantiv,"['a', 'e', 'ro', 'fór']",a-e-ro-fór
aerofotografic,adjectiv,"['a', 'e', 'ro', 'fo', 'to', 'grá', 'fic']",a-e-ro-fo-to-grá-fic
aerofotografie,substantiv,"['a', 'e', 'ro', 'fo', 'to', 'gra', 'fí', 'e']",a-e-ro-fo-to-gra-fí-e
aerofotogramă,substantiv,"['a', 'e', 'ro', 'fo', 'to', 'grá', 'ma']",a-e-ro-fo-to-grá-ma
aerofotogrammetrie,substantiv,"['a', 'e', 'ro', 'fo', 'to', 'gram', 'me', 'trí', 'e']",a-e-ro-fo-to-gram-me-trí-e
aerogară,substantiv,"['a', 'e', 'ro', 'gá', 'ra']",a-e-ro-gá-ra
aerogen,adjectiv,"['a', 'e', 'ro', 'gén']",a-e-ro-gén
aerogenerator,substantiv,[],not-found
aeroglisor,substantiv,"['a', 'e', 'ro', 'gli', 'sór']",a-e-ro-gli-sór
aerograf,substantiv,"['a', 'e', 'ro', 'gráf']",a-e-ro-gráf
aerografie,substantiv,"['a', 'e', 'ro', 'gra', 'fí', 'e']",a-e-ro-gra-fí-e
aerogramă,substantiv,"['a', 'e', 'ro', 'grá', 'ma']",a-e-ro-grá-ma
aeroion,substantiv,"['a', 'e', 'ro', 'ión']",a-e-ro-ión
aeroionizare,substantiv,"['a', 'e', 'ro', 'io', 'ni', 'zá', 're']",a-e-ro-io-ni-zá-re
aeroionizator,substantiv,"['a', 'e', 'ro', 'io', 'ni', 'za', 'tór']",a-e-ro-io-ni-za-tór
aeroionoterapie,substantiv,"['a', 'e', 'ro', 'io', 'no', 'te', 'ra', 'pí', 'e']",a-e-ro-io-no-te-ra-pí-e
aerolit,substantiv,"['a', 'e', 'ro', 'lít']",a-e-ro-lít
aerologic,adjectiv,"['a', 'e', 'ro', 'ló', 'gic']",a-e-ro-ló-gic
aerologie,substantiv,"['a', 'e', 'ro', 'lo', 'gí', 'e']",a-e-ro-lo-gí-e
aeromaritim,adjectiv,"['a', 'e', 'ro', 'ma', 'rí', 'tim']",a-e-ro-ma-rí-tim
aeromecanică,substantiv,"['a', 'e', 'ro', 'me', 'cá', 'ni', 'ca']",a-e-ro-me-cá-ni-ca
aerometru,substantiv,"['a', 'e', 'ro', 'mé', 'tru']",a-e-ro-mé-tru
aeromobil,adjectiv,"['a', 'e', 'ro', 'mo', 'bíl']",a-e-ro-mo-bíl
aeromodel,substantiv,"['a', 'e', 'ro', 'mo', 'dél']",a-e-ro-mo-dél
aeromodelism,substantiv,"['a', 'e', 'ro', 'mo', 'de', 'lísm']",a-e-ro-mo-de-lísm
aeromodelist,adjectiv,"['a', 'e', 'ro', 'mo', 'de', 'líst']",a-e-ro-mo-de-líst
aeromotor,substantiv,"['a', 'e', 'ro', 'mo', 'tór']",a-e-ro-mo-tór
aeronaut,substantiv,"['a', 'e', 'ro', 'na', 'út']",a-e-ro-na-út
aeronaută,substantiv,"['a', 'e', 'ro', 'na', 'ú', 'ta']",a-e-ro-na-ú-ta
aeronautic,adjectiv,"['a', 'e', 'ro', 'na', 'ú', 'tic']",a-e-ro-na-ú-tic
aeronautică,substantiv,"['a', 'e', 'ro', 'na', 'ú', 'ti', 'ca']",a-e-ro-na-ú-ti-ca
aeronavă,substantiv,"['a', 'e', 'ro', 'ná', 'va']",a-e-ro-ná-va
aeronaval,adjectiv,"['a', 'e', 'ro', 'na', 'vál']",a-e-ro-na-vál
aeronavigant,adjectiv,"['a', 'e', 'ro', 'na', 'vi', 'gánt']",a-e-ro-na-vi-gánt
aeronavigație,substantiv,"['a', 'e', 'ro', 'na', 'vi', 'gá', 'ţi', 'e']",a-e-ro-na-vi-gá-ţi-e
aeronomie,substantiv,"['a', 'e', 'ro', 'no', 'mí', 'e']",a-e-ro-no-mí-e
aeroplan-automobil,substantiv,[],not-found
aeroplan,substantiv,"['a', 'e', 'ro', 'plán']",a-e-ro-plán
aeroport,substantiv,"['a', 'e', 'ro', 'pórt']",a-e-ro-pórt
aeroportuar,adjectiv,"['a', 'e', 'ro', 'por', 'tuár']",a-e-ro-por-tuár
aeropoștal,adjectiv,"['a', 'e', 'ro', 'poş', 'tál']",a-e-ro-poş-tál
aeropurtat,adjectiv,"['a', 'e', 'ro', 'pur', 'tát']",a-e-ro-pur-tát
aeroreactor,substantiv,"['a', 'e', 'ro', 're', 'ac', 'tór']",a-e-ro-re-ac-tór
aeros,adjectiv,"['a', 'e', 'rós']",a-e-rós
aerosol,substantiv,"['a', 'e', 'ro', 'sól']",a-e-ro-sól
aerosolizat,adjectiv,[],not-found
aerosoloterapie,substantiv,"['a', 'e', 'ro', 'so', 'lo', 'te', 'ra', 'pí', 'e']",a-e-ro-so-lo-te-ra-pí-e
aerospațial,adjectiv,"['a', 'e', 'ros', 'pa', 'ţi', 'ál']",a-e-ros-pa-ţi-ál
aerostat,substantiv,"['a', 'e', 'ros', 'tát']",a-e-ros-tát
aerostatic,adjectiv,"['a', 'e', 'ros', 'tá', 'tic']",a-e-ros-tá-tic
aerostatică,substantiv,"['a', 'e', 'ros', 'tá', 'ti', 'ca']",a-e-ros-tá-ti-ca
aerostație,substantiv,"['a', 'e', 'ros', 'tá', 'ţi', 'e']",a-e-ros-tá-ţi-e
aerostier,substantiv,"['a', 'e', 'ros', 'ti', 'ér']",a-e-ros-ti-ér
aerotaxi,substantiv,"['a', 'e', 'ro', 'ta', 'xí']",a-e-ro-ta-xí
aeroterapie,substantiv,"['a', 'e', 'ro', 'te', 'ra', 'pí', 'e']",a-e-ro-te-ra-pí-e
aeroterestru,adjectiv,"['a', 'e', 'ro', 'te', 'rés', 'tru']",a-e-ro-te-rés-tru
aerotermă,substantiv,"['a', 'e', 'ro', 'tér', 'ma']",a-e-ro-tér-ma
aerotransport,substantiv,"['a', 'e', 'ro', 'trans', 'pórt']",a-e-ro-trans-pórt
aerotren,substantiv,"['a', 'e', 'ro', 'trén']",a-e-ro-trén
aerotriangulație,substantiv,[],not-found
aerozină,substantiv,"['a', 'e', 'ro', 'zí', 'na']",a-e-ro-zí-na
afabil,adjectiv,"['a', 'fá', 'bil']",a-fá-bil
afabilitate,substantiv,"['a', 'fa', 'bi', 'li', 'tá', 'te']",a-fa-bi-li-tá-te
afabulație,substantiv,"['a', 'fa', 'bu', 'lá', 'ţi', 'e']",a-fa-bu-lá-ţi-e
afacere,substantiv,"['a', 'fá', 'ce', 're']",a-fá-ce-re
afacerism,substantiv,"['a', 'fa', 'ce', 'rísm']",a-fa-ce-rísm
afacerist,substantiv,"['a', 'fa', 'ce', 'ríst']",a-fa-ce-ríst
afaceristă,substantiv,"['a', 'fa', 'ce', 'rís', 'ta']",a-fa-ce-rís-ta
afachie,substantiv,[],not-found
afagie,substantiv,"['a', 'fa', 'gí', 'e']",a-fa-gí-e
afâna,verb,"['a', 'fâ', 'ná']",a-fâ-ná
afânare,substantiv,"['a', 'fâ', 'ná', 're']",a-fâ-ná-re
afânat,adjectiv,"['a', 'fâ', 'nát']",a-fâ-nát
afânat,substantiv,"['a', 'fâ', 'nát']",a-fâ-nát
afânător,substantiv,"['a', 'fâ', 'nă', 'tór']",a-fâ-nă-tór
afanisi,verb,[],not-found
afanisire,substantiv,[],not-found
afanisit,adjectiv,[],not-found
afazic,adjectiv,"['a', 'fá', 'zic']",a-fá-zic
afazie,substantiv,"['a', 'fa', 'zí', 'e']",a-fa-zí-e
afaziolog,adjectiv,"['a', 'fa', 'zio', 'lóg']",a-fa-zio-lóg
afaziologie,substantiv,"['a', 'fa', 'zio', 'lo', 'gí', 'e']",a-fa-zio-lo-gí-e
afebril,adjectiv,"['a', 'fe', 'bríl']",a-fe-bríl
afect,substantiv,"['a', 'féct']",a-féct
afecta,verb,"['a', 'fec', 'tá']",a-fec-tá
afectare,substantiv,"['a', 'fec', 'tá', 're']",a-fec-tá-re
afectat,adjectiv,"['a', 'fec', 'tát']",a-fec-tát
afectat,substantiv,"['a', 'fec', 'tát']",a-fec-tát
afectație,substantiv,"['a', 'fec', 'tá', 'ţi', 'e']",a-fec-tá-ţi-e
afecție,substantiv,[],not-found
afecționa,verb,"['a', 'fec', 'ţio', 'ná']",a-fec-ţio-ná
afecționat,adjectiv,"['a', 'fec', 'ţio', 'nát']",a-fec-ţio-nát
afecțiune,substantiv,"['a', 'fec', 'ţi', 'ú', 'ne']",a-fec-ţi-ú-ne
afectiv,adjectiv,"['a', 'fec', 'tív']",a-fec-tív
afectivism,substantiv,"['a', 'fec', 'ti', 'vísm']",a-fec-ti-vísm
afectivitate,substantiv,"['a', 'fec', 'ti', 'vi', 'tá', 'te']",a-fec-ti-vi-tá-te
afectuos,adjectiv,"['a', 'fec', 'tu', 'ós']",a-fec-tu-ós
afectuozitate,substantiv,"['a', 'fec', 'tu', 'o', 'zi', 'tá', 'te']",a-fec-tu-o-zi-tá-te
afeliu,substantiv,"['a', 'fé', 'li', 'u']",a-fé-li-u
afemeiat,adjectiv,"['a', 'fe', 'me', 'iát']",a-fe-me-iát
afemie,substantiv,"['a', 'fe', 'mí', 'e']",a-fe-mí-e
afera,verb,"['a', 'fe', 'rá']",a-fe-rá
aferat,adjectiv,"['a', 'fe', 'rát']",a-fe-rát
aferent,adjectiv,"['a', 'fe', 'rént']",a-fe-rént
aferență,substantiv,"['a', 'fe', 'rén', 'tă']",a-fe-rén-tă
aferentație,substantiv,"['a', 'fe', 'ren', 'tá', 'ţi', 'e']",a-fe-ren-tá-ţi-e
afereză,substantiv,"['a', 'fe', 'ré', 'za']",a-fe-ré-za
afet,substantiv,"['a', 'fét']",a-fét
afgan,substantiv,"['af', 'gán']",af-gán
afgană,substantiv,"['af', 'gá', 'na']",af-gá-na
afghan,adjectiv,[],not-found
afibrinogenemie,substantiv,[],not-found
afid,substantiv,[],not-found
afidă,substantiv,"['a', 'fí', 'da']",a-fí-da
afidofag,adjectiv,[],not-found
afierosi,verb,"['a', 'fi', 'e', 'ro', 'sí']",a-fi-e-ro-sí
afierosire,substantiv,[],not-found
afierosit,adjectiv,"['a', 'fi', 'e', 'ro', 'sít']",a-fi-e-ro-sít
afif,adjectiv,"['a', 'fíf']",a-fíf
afil,adjectiv,"['a', 'fíl']",a-fíl
afilia,verb,"['a', 'fi', 'li', 'á']",a-fi-li-á
afiliat,adjectiv,"['a', 'fi', 'li', 'át']",a-fi-li-át
afiliat,substantiv,"['a', 'fi', 'li', 'át']",a-fi-li-át
afiliată,substantiv,"['a', 'fi', 'li', 'á', 'tă']",a-fi-li-á-tă
afiliație,substantiv,"['a', 'fi', 'li', 'á', 'ţi', 'e']",a-fi-li-á-ţi-e
afiliațiune,substantiv,[],not-found
afiliere,substantiv,"['a', 'fi', 'li', 'é', 're']",a-fi-li-é-re
afin,substantiv,"['a', 'fín', '(substantiv)']",a-fín-(substantiv)
afină,substantiv,"['a', 'fi', 'ná', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",a-fi-ná-(verb---infinitiv-/-verb---imperfect)
afina,verb,"['a', 'fi', 'ná', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",a-fi-ná-(verb---infinitiv-/-verb---imperfect)
afinaj,substantiv,"['a', 'fi', 'náj']",a-fi-náj
afinare,substantiv,"['a', 'fi', 'ná', 're']",a-fi-ná-re
afinat,adjectiv,"['a', 'fi', 'nát']",a-fi-nát
afinată,substantiv,"['a', 'fi', 'ná', 'ta']",a-fi-ná-ta
afinet,substantiv,"['a', 'fi', 'nét']",a-fi-nét
afiniș,substantiv,"['a', 'fi', 'níş']",a-fi-níş
afinitate,substantiv,"['a', 'fi', 'ni', 'tá', 'te']",a-fi-ni-tá-te
afion,substantiv,"['a', 'fi', 'ón']",a-fi-ón
afipt,substantiv,[],not-found
afirma,verb,"['a', 'fir', 'má']",a-fir-má
afirmare,substantiv,"['a', 'fir', 'má', 're']",a-fir-má-re
afirmat,adjectiv,"['a', 'fir', 'mát']",a-fir-mát
afirmat,substantiv,"['a', 'fir', 'mát']",a-fir-mát
afirmație,substantiv,"['a', 'fir', 'má', 'ţi', 'e']",a-fir-má-ţi-e
afirmațiune,substantiv,[],not-found
afirmativ,adjectiv,"['a', 'fir', 'ma', 'tív']",a-fir-ma-tív
afiș,substantiv,"['a', 'fíş']",a-fíş
afișa,verb,"['a', 'fi', 'şá']",a-fi-şá
afișabil,adjectiv,"['a', 'fi', 'şá', 'bil']",a-fi-şá-bil
afișaj,substantiv,"['a', 'fi', 'şáj']",a-fi-şáj
afișare,substantiv,"['a', 'fi', 'şá', 're']",a-fi-şá-re
afișat,adjectiv,"['a', 'fi', 'şát']",a-fi-şát
afișat,substantiv,"['a', 'fi', 'şát']",a-fi-şát
afișetă,substantiv,"['a', 'fi', 'şé', 'ta']",a-fi-şé-ta
afișier,substantiv,"['a', 'fi', 'şi', 'ér']",a-fi-şi-ér
afișoară,substantiv,[],not-found
afișor,substantiv,"['a', 'fi', 'şór']",a-fi-şór
afix,substantiv,"['a', 'fíx']",a-fíx
afixal,adjectiv,"['a', 'fi', 'xál']",a-fi-xál
afixat,adjectiv,"['a', 'fi', 'xát']",a-fi-xát
afixoid,substantiv,"['a', 'fi', 'xo', 'íd']",a-fi-xo-íd
afla,verb,"['a', 'flá']",a-flá
aflare,substantiv,"['a', 'flá', 're']",a-flá-re
aflat,adjectiv,"['a', 'flát']",a-flát
aflat,substantiv,"['a', 'flát']",a-flát
aflător,adjectiv,"['a', 'flă', 'tór']",a-flă-tór
aflicțiune,substantiv,"['a', 'flic', 'ţi', 'ú', 'ne']",a-flic-ţi-ú-ne
aflictiv,adjectiv,"['a', 'flic', 'tív']",a-flic-tív
afloriment,substantiv,"['a', 'flo', 'ri', 'mént']",a-flo-ri-mént
afluent,substantiv,"['a', 'flu', 'ént']",a-flu-ént
afluență,substantiv,"['a', 'flu', 'én', 'ţa']",a-flu-én-ţa
aflui,verb,"['a', 'flu', 'í']",a-flu-í
afluiere,substantiv,"['a', 'flu', 'ié', 're']",a-flu-ié-re
afluire,substantiv,[],not-found
afluit,adjectiv,"['a', 'flu', 'ít']",a-flu-ít
aflux,substantiv,"['a', 'flúx']",a-flúx
afocal,adjectiv,"['a', 'fo', 'cál']",a-fo-cál
afon,adjectiv,"['a', 'fón']",a-fón
afonă,substantiv,"['a', 'fó', 'nă']",a-fó-nă
afonie,substantiv,"['a', 'fo', 'ní', 'e']",a-fo-ní-e
afonizare,substantiv,"['a', 'fo', 'ni', 'zá', 're']",a-fo-ni-zá-re
afonizat,adjectiv,"['a', 'fo', 'ni', 'zát']",a-fo-ni-zát
aforism,substantiv,"['a', 'fo', 'rísm']",a-fo-rísm
aforistic,adjectiv,"['a', 'fo', 'rís', 'tic']",a-fo-rís-tic
aforisticitate,substantiv,"['a', 'fo', 'ris', 'ti', 'ci', 'tá', 'te']",a-fo-ris-ti-ci-tá-te
afreta,verb,"['a', 'fre', 'tá']",a-fre-tá
afretare,substantiv,"['a', 'fre', 'tá', 're']",a-fre-tá-re
afretat,adjectiv,"['a', 'fre', 'tát']",a-fre-tát
african,adjectiv,"['a', 'fri', 'cán']",a-fri-cán
african,substantiv,"['a', 'fri', 'cán']",a-fri-cán
africană,substantiv,"['a', 'fri', 'cá', 'na']",a-fri-cá-na
africancă,substantiv,"['a', 'fri', 'cán', 'ca']",a-fri-cán-ca
africanism,substantiv,"['a', 'fri', 'ca', 'nísm']",a-fri-ca-nísm
africanist,adjectiv,"['a', 'fri', 'ca', 'níst']",a-fri-ca-níst
africanistică,substantiv,"['a', 'fri', 'ca', 'nís', 'ti', 'ca']",a-fri-ca-nís-ti-ca
africaniza,verb,"['a', 'fri', 'ca', 'ni', 'zá']",a-fri-ca-ni-zá
africanizare,substantiv,"['a', 'fri', 'ca', 'ni', 'zá', 're']",a-fri-ca-ni-zá-re
africanizat,adjectiv,"['a', 'fri', 'ca', 'ni', 'zát']",a-fri-ca-ni-zát
africanolog,adjectiv,"['a', 'fri', 'ca', 'no', 'lóg']",a-fri-ca-no-lóg
africat,adjectiv,[],not-found
africată,substantiv,"['a', 'fri', 'cá', 'ta']",a-fri-cá-ta
afrikaander,substantiv,[],not-found
afrikaans,substantiv,[],not-found
afrikander,substantiv,"['a', 'fri', 'kán', 'der']",a-fri-kán-der
afro-american,adjectiv,[],not-found
afro-asiatic,adjectiv,"['a', 'fro', 'a', 'si', 'á', 'tic']",a-fro-a-si-á-tic
afroamerican,adjectiv,"['a', 'fro', 'a', 'me', 'ri', 'cán']",a-fro-a-me-ri-cán
afrodită,substantiv,[],not-found
afrodiziac,adjectiv,"['a', 'fro', 'di', 'zi', 'ác']",a-fro-di-zi-ác
afront,substantiv,"['a', 'frón', 't', '(verb', '-', 'prezent)']",a-frón-t-(verb---prezent)
afronta,verb,"['a', 'fron', 'tá']",a-fron-tá
afrontare,substantiv,"['a', 'fron', 'tá', 're']",a-fron-tá-re
afrontat,adjectiv,"['a', 'fron', 'tát']",a-fron-tát
afrunta,verb,"['a', 'frun', 'tá']",a-frun-tá
aftă,substantiv,"['áf', 'ta']",áf-ta
aftoasă,adjectiv,"['af', 'toá', 'să']",af-toá-să
aftoid,adjectiv,"['af', 'to', 'íd']",af-to-íd
aftos,adjectiv,"['af', 'tós']",af-tós
aftoză,substantiv,[],not-found
afuiere,substantiv,"['a', 'fu', 'ié', 're']",a-fu-ié-re
afuire,substantiv,[],not-found
afum,substantiv,"['a', 'fúm']",a-fúm
afuma,verb,"['a', 'fu', 'má']",a-fu-má
afumare,substantiv,"['a', 'fu', 'má', 're']",a-fu-má-re
afumat,adjectiv,"['a', 'fu', 'mát']",a-fu-mát
afumătoare,substantiv,"['a', 'fu', 'mă', 'toá', 're']",a-fu-mă-toá-re
afumător,adjectiv,"['a', 'fu', 'mă', 'tór']",a-fu-mă-tór
afumătorie,substantiv,"['a', 'fu', 'mă', 'to', 'rí', 'e']",a-fu-mă-to-rí-e
afumătură,substantiv,"['a', 'fu', 'mă', 'tú', 'ra']",a-fu-mă-tú-ra
afund,adjectiv,"['a', 'fúnd']",a-fúnd
afund,substantiv,"['a', 'fúnd']",a-fúnd
afunda,verb,"['a', 'fun', 'dá']",a-fun-dá
afundare,substantiv,"['a', 'fun', 'dá', 're']",a-fun-dá-re
afundat,adjectiv,"['a', 'fun', 'dát']",a-fun-dát
afundat,substantiv,"['a', 'fun', 'dát']",a-fun-dát
afundătură,substantiv,"['a', 'fun', 'dă', 'tú', 'ra']",a-fun-dă-tú-ra
afundiș,substantiv,"['a', 'fun', 'díş']",a-fun-díş
afunzime,substantiv,"['a', 'fun', 'zí', 'me']",a-fun-zí-me
afurisanie,substantiv,[],not-found
afurisenie,substantiv,"['a', 'fu', 'ri', 'sé', 'ni', 'e']",a-fu-ri-sé-ni-e
afurisi,verb,"['a', 'fu', 'ri', 'sí']",a-fu-ri-sí
afurisire,substantiv,[],not-found
afurisit,adjectiv,"['a', 'fu', 'ri', 'sít']",a-fu-ri-sít
afurisit,substantiv,"['a', 'fu', 'ri', 'sít']",a-fu-ri-sít
afurisită,substantiv,"['a', 'fu', 'ri', 'sí', 'tă']",a-fu-ri-sí-tă
afuzali,substantiv,"['a', 'fu', 'za', 'lí']",a-fu-za-lí
afuziune,substantiv,"['a', 'fu', 'ziú', 'ne']",a-fu-ziú-ne
aga,substantiv,"['a', 'gá', '(substantiv)']",a-gá-(substantiv)
agă,substantiv,"['a', 'gá', '(substantiv)']",a-gá-(substantiv)
agabaritic,adjectiv,"['a', 'ga', 'ba', 'rí', 'tic']",a-ga-ba-rí-tic
agalactie,substantiv,"['a', 'ga', 'lac', 'tí', 'e']",a-ga-lac-tí-e
agalaxie,substantiv,[],not-found
agam,adjectiv,"['a', 'gám']",a-gám
agamie,substantiv,[],not-found
agamospermie,substantiv,[],not-found
